date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2020/8/20 9:15,128,0,110,25.3,903.3,24.3,4.11
2020/8/20 9:30,159,0,139,25.7,903.6,23.2,5.91
2020/8/20 9:45,131,0,109,26.1,903.7,21.9,6.08
2020/8/20 10:00,286,30,207,26.9,903.6,19.6,7.69
2020/8/20 10:15,372,37,278,27.3,903.4,17.8,10.27
2020/8/20 10:30,346,34,266,28.4,903,13.9,15.71
2020/8/20 10:45,208,1,178,28.3,903.5,13.5,12.91
2020/8/20 11:00,348,9,271,28.8,903.6,11.7,10.66
2020/8/20 11:15,859,481,305,29.7,903.7,10.3,18.82
2020/8/20 11:30,864,424,303,30.1,903.4,9.6,20.95
2020/8/20 11:45,517,73,289,30.8,902.9,7.8,21.07
2020/8/20 12:00,511,34,342,30.9,902.7,7.1,21.13
2020/8/20 12:15,865,295,357,31.8,902.9,5.8,21.81
2020/8/20 12:30,807,208,366,31.8,902.6,5.6,22.09
2020/8/20 12:45,647,92,391,32.1,902.5,5.5,22.12
2020/8/20 13:00,923,259,403,32.8,902.3,4.7,23.86
2020/8/20 13:15,629,73,340,32.7,901.9,4.1,22.38
2020/8/20 13:30,557,28,372,32.8,901.7,4.1,17.11
2020/8/20 13:45,611,46,389,33,901.7,4.2,18.9
2020/8/20 14:00,411,9,297,32.9,901.7,4.3,19.52
2020/8/20 14:15,342,16,270,32.9,901.5,4.2,15.91
2020/8/20 14:30,223,2,197,32.7,901.6,4.4,12.75
2020/8/20 14:45,233,2,189,32.7,901.3,3.7,9.37
2020/8/20 15:00,298,1,226,32.5,901.1,4.3,10.44
2020/8/20 15:15,305,0,242,32.9,901,3.6,11.98
2020/8/20 15:30,260,2,234,32.4,900.8,4.6,11.85
2020/8/20 15:45,192,2,165,32.4,900.7,4.4,10.15
2020/8/20 16:00,151,1,143,32,900.4,5.5,7.57
2020/8/20 16:15,119,2,110,31.5,900.4,6.4,6.08
2020/8/20 16:30,122,1,114,31.4,900.2,6.2,5.55
2020/8/20 16:45,111,1,105,31.4,900.1,6.4,5.22
2020/8/20 17:00,93,0,90,31.5,900.3,6.1,4.93
2020/8/20 17:15,84,0,75,31.3,900.1,6.2,4
2020/8/20 17:30,87,1,76,31.2,900.5,6.1,3.52
2020/8/20 17:45,76,1,65,30.9,900.8,6.4,3.25
2020/8/20 18:00,68,1,59,30.7,900.8,6.3,2.9
2020/8/20 18:15,62,0,54,30.6,900.8,7,2.39
2020/8/20 18:30,30,1,30,30.4,900.7,7.4,2.21
2020/8/20 18:45,31,0,27,30.2,900.9,7.2,0.94
2020/8/20 19:00,24,0,22,29.8,900.8,8.2,0.84
2020/8/20 19:15,22,0,21,29.7,900.7,7.6,0.71
2020/8/20 19:30,16,0,15,29.7,900.6,7.6,0.58
2020/8/20 19:45,13,1,12,29.2,900.5,7.4,0.25
2020/8/20 20:00,5,0,4,28.9,900.4,7.8,0.07
2020/8/20 20:15,2,0,2,28.7,900.4,7.8,0
2020/8/20 20:30,0,0,0,28.6,900.5,8.2,0
2020/8/20 20:45,0,0,0,28.3,900.4,8.4,0
2020/8/20 21:00,0,0,0,27.7,900.6,8.6,0
2020/8/20 21:15,0,0,0,27.7,900.9,9.9,0
2020/8/20 21:30,0,0,0,27.5,901.2,10,0
2020/8/20 21:45,0,0,0,27.2,901.4,11.2,0
2020/8/20 22:00,0,0,0,27,901.5,11.7,0
2020/8/20 22:15,0,1,0,26.6,901.5,13.1,0
2020/8/20 22:30,0,1,0,26.4,901.2,14,0
2020/8/20 22:45,0,0,0,26,901.2,14.5,0
2020/8/20 23:00,0,0,0,26.1,901.3,14.9,0
2020/8/20 23:15,0,0,0,25.9,901.5,16.1,0
2020/8/20 23:30,0,0,0,25.6,901.6,16.7,0
2020/8/20 23:45,0,0,0,25.4,901.5,18.3,0
2020/8/21 0:00,0,0,0,25.2,901.4,19.6,0
2020/8/21 0:15,0,0,0,25,901.6,20.5,0
2020/8/21 0:30,0,0,0,24.8,901.5,21.7,0
2020/8/21 0:45,0,0,0,24.6,901.4,22,0
2020/8/21 1:00,0,0,0,24.5,901.4,22.7,0
2020/8/21 1:15,0,0,0,24.2,901.4,22.8,0
2020/8/21 1:30,0,1,0,23.7,901.5,24.9,0
2020/8/21 1:45,0,0,0,23.2,901.5,27.2,0
2020/8/21 2:00,0,1,0,22.9,901.7,28.3,0
2020/8/21 2:15,0,1,0,22.7,901.6,28.8,0
2020/8/21 2:30,0,1,0,22.4,901.5,29.5,0
2020/8/21 2:45,0,0,0,22.3,901.6,29.5,0
2020/8/21 3:00,0,0,0,21.9,901.7,30.5,0
2020/8/21 3:15,0,0,0,21.8,901.9,31,0
2020/8/21 3:30,0,0,0,21.7,901.9,31.4,0
2020/8/21 3:45,0,0,0,21.6,902,32.2,0
2020/8/21 4:00,0,0,0,21.4,902.1,32.8,0
2020/8/21 4:15,0,0,0,21.6,902.4,32,0
2020/8/21 4:30,0,0,0,21.5,902.3,32.2,0
2020/8/21 4:45,0,0,0,21.5,902.2,32.2,0
2020/8/21 5:00,0,0,0,21.5,902.3,32.4,0
2020/8/21 5:15,0,1,0,21.4,902.7,32.1,0
2020/8/21 5:30,0,0,0,21.5,902.8,32.8,0
2020/8/21 5:45,0,1,0,21.2,902.7,33,0
2020/8/21 6:00,0,0,0,21.3,903.2,33.1,0
2020/8/21 6:15,0,0,0,21.3,903.1,32.1,0
2020/8/21 6:30,0,0,0,21.2,903.1,32,0
2020/8/21 6:45,5,0,4,21.1,903.5,32.5,0
2020/8/21 7:00,18,6,16,21.2,903.5,32.3,0.02
2020/8/21 7:15,41,52,32,21.2,903.9,32,0.46
2020/8/21 7:30,68,132,46,21.5,904,31.1,1.1
2020/8/21 7:45,95,208,59,21.7,904.2,30,1.85
2020/8/21 8:00,135,271,70,22.1,904.4,28.8,3.06
2020/8/21 8:15,188,352,80,22.5,904.8,28,4.62
2020/8/21 8:30,244,407,91,22.9,905.1,26.8,6.9
2020/8/21 8:45,300,458,97,23.5,905.1,24.9,9.63
2020/8/21 9:00,370,498,103,24.2,905,22.9,12.27
2020/8/21 9:15,446,532,110,24.7,904.9,22.7,15.21
2020/8/21 9:30,513,550,118,25.1,905.1,21.7,17.98
2020/8/21 9:45,580,586,124,25.7,905.3,20.7,20.48
2020/8/21 10:00,637,603,130,26.1,905.1,19.9,23.09
2020/8/21 10:15,666,607,133,26.5,905.1,19.4,25.37
2020/8/21 10:30,653,626,137,27.2,905.2,18.4,27.2
2020/8/21 10:45,701,532,167,27.5,905.4,18.1,28.47
2020/8/21 11:00,615,400,177,28,905.4,17.2,19.89
2020/8/21 11:15,833,393,191,28.6,905.4,15.9,26.11
2020/8/21 11:30,879,414,183,29.6,905.3,15.9,32.34
2020/8/21 11:45,884,362,215,30.2,905.3,12.7,31.81
2020/8/21 12:00,588,70,328,29.8,905.2,12.4,33.7
2020/8/21 12:15,616,62,356,31.6,905.1,11,27.56
2020/8/21 12:30,593,120,219,30,904.9,13.2,24.71
2020/8/21 12:45,1011,390,264,30.9,904.7,10.9,34.93
2020/8/21 13:00,923,357,180,31.6,904.4,10.4,30.83
2020/8/21 13:15,912,216,273,31.7,904.1,9.9,37.42
2020/8/21 13:30,603,20,408,31.6,904.2,9.9,27.14
2020/8/21 13:45,589,43,391,31.4,904,10.7,23.21
2020/8/21 14:00,513,8,391,32.4,904,9.9,19.88
2020/8/21 14:15,1202,370,318,32.4,903.8,10,22.6
2020/8/21 14:30,1025,350,167,32.6,903.9,10.3,29.9
2020/8/21 14:45,1029,314,201,32.4,903.7,9.6,37.07
2020/8/21 15:00,991,325,147,32.8,903.5,8.5,29.35
2020/8/21 15:15,841,273,136,32.1,903.6,10,34.48
2020/8/21 15:30,1020,325,176,32.9,903.3,9.2,31.79
2020/8/21 15:45,912,287,140,32.5,903.5,9,30.05
2020/8/21 16:00,863,250,143,32.5,903.2,9,25.64
2020/8/21 16:15,789,214,123,33.1,903,8.5,29.03
2020/8/21 16:30,639,133,119,32.5,903,8.2,29.78
2020/8/21 16:45,697,132,151,33.2,903,8.2,27.45
2020/8/21 17:00,629,113,116,33,903,9,25.98
2020/8/21 17:15,586,97,107,33.2,902.8,8.3,18.92
2020/8/21 17:30,537,90,117,32.7,902.9,8.5,8.73
2020/8/21 17:45,480,73,122,32.8,903,7.4,16.29
2020/8/21 18:00,396,67,96,32.8,902.9,7.6,16.56
2020/8/21 18:15,333,4,108,32.5,902.9,7.4,14.29
2020/8/21 18:30,289,0,107,32.4,903,7.9,10.49
2020/8/21 18:45,169,3,89,32.3,902.9,7.3,10.24
2020/8/21 19:00,106,0,85,31.9,902.9,7.5,4.61
2020/8/21 19:15,89,0,70,32,902.7,6.8,4.18
2020/8/21 19:30,90,0,70,31.5,903,7.6,3.28
2020/8/21 19:45,58,0,41,31.3,902.9,7.6,2.52
2020/8/21 20:00,18,1,16,31.1,903.1,8.1,1.33
2020/8/21 20:15,3,0,3,30.7,903.1,8.7,0.19
2020/8/21 20:30,0,0,0,30.4,903.5,8.5,0
2020/8/21 20:45,0,1,0,30.1,903.5,8.7,0
2020/8/21 21:00,0,1,0,29.7,903.7,8.9,0
2020/8/21 21:15,0,0,0,29.5,904,8.8,0
2020/8/21 21:30,0,1,0,29.2,904.2,9,0
2020/8/21 21:45,0,1,0,29.1,904.4,8.8,0
2020/8/21 22:00,0,1,0,29,904.4,8.8,0
2020/8/21 22:15,0,0,0,29.3,904.6,10.5,0
2020/8/21 22:30,0,1,0,28.3,904.7,11,0
2020/8/21 22:45,0,0,0,27.9,904.9,10.2,0
2020/8/21 23:00,0,0,0,27.6,904.7,11.1,0
2020/8/21 23:15,0,1,0,27.2,904.7,11.9,0
2020/8/21 23:30,0,0,0,27.1,904.6,12.5,0
2020/8/21 23:45,0,1,0,26.8,904.5,12.6,0
2020/8/22 0:00,0,0,0,26.7,904.5,13.1,0
2020/8/22 0:15,0,0,0,26.6,904.6,12.7,0
2020/8/22 0:30,0,1,0,26.3,904.8,13.5,0
2020/8/22 0:45,0,0,0,26,904.9,13.5,0
2020/8/22 1:00,0,0,0,25.9,904.9,13.4,0
2020/8/22 1:15,0,0,0,25.8,905,13.9,0
2020/8/22 1:30,0,0,0,25.9,905,12.4,0
2020/8/22 1:45,0,0,0,26.1,904.9,11.6,0
2020/8/22 2:00,0,1,0,25.6,904.9,12.3,0
2020/8/22 2:15,0,0,0,25.9,904.9,11.3,0
2020/8/22 2:30,0,1,0,25.5,904.7,11.7,0
2020/8/22 2:45,0,0,0,25.3,904.8,11.8,0
2020/8/22 3:00,0,0,0,25.5,904.7,11.7,0
2020/8/22 3:15,0,0,0,25.5,904.8,12.1,0
2020/8/22 3:30,0,0,0,25.5,905,11.7,0
2020/8/22 3:45,0,2,0,25.1,905,11.9,0
2020/8/22 4:00,0,0,0,24.9,905,12.5,0
2020/8/22 4:15,0,1,0,24.8,904.9,12.6,0
2020/8/22 4:30,0,0,0,25,904.9,12.7,0
2020/8/22 4:45,0,0,0,25.3,904.7,12.9,0
2020/8/22 5:00,0,4,0,23.6,904.9,15.5,0
2020/8/22 5:15,0,1,0,22.7,905,17.9,0
2020/8/22 5:30,0,0,0,22.8,905,17.6,0
2020/8/22 5:45,0,1,0,22.6,905.1,18,0
2020/8/22 6:00,0,0,0,22.2,905.2,19,0
2020/8/22 6:15,0,0,0,22.3,905.1,18.9,0
2020/8/22 6:30,0,0,0,22.4,905.4,19,0
2020/8/22 6:45,2,1,2,22.2,905.6,19.5,0
2020/8/22 7:00,25,67,19,22.3,905.5,19.6,0.04
2020/8/22 7:15,36,16,31,22.3,905.5,19.6,0.54
2020/8/22 7:30,49,5,42,21.7,906,21.1,1.07
2020/8/22 7:45,66,16,49,22.1,905.9,20.6,1.61
2020/8/22 8:00,103,45,86,22.3,906,20,3.16
2020/8/22 8:15,120,17,100,22.6,906.1,19.7,4.62
2020/8/22 8:30,132,9,116,23.2,906.1,18.5,5.04
2020/8/22 8:45,349,475,138,24.7,906.2,16.4,6.65
2020/8/22 9:00,230,76,153,26.2,906.1,12.7,11.14
2020/8/22 9:15,258,65,184,27.6,906.2,8.9,13.85
2020/8/22 9:30,453,421,136,28.3,906,7.4,10.68
2020/8/22 9:45,275,99,141,29.2,906.1,4.1,13.82
2020/8/22 10:00,330,265,82,28.9,906.2,4.3,16.42
2020/8/22 10:15,749,805,94,29.4,906.5,3.5,17.08
2020/8/22 10:30,760,696,131,29.8,906.5,2.5,30.14
2020/8/22 10:45,819,730,146,30.1,906.5,2.1,28.85
2020/8/22 11:00,836,634,174,30.6,906.6,1.8,31.77
2020/8/22 11:15,665,427,153,30.2,906.5,1.8,23.78
2020/8/22 11:30,853,659,149,30.4,906.7,1.6,30.8
2020/8/22 11:45,338,67,132,30.7,906.6,1.9,32.4
2020/8/22 12:00,1020,801,119,31.1,906.6,1.1,25.99
2020/8/22 12:15,1027,420,173,30.9,906.4,1,36.7
2020/8/22 12:30,454,105,151,30.8,906.5,1,24.39
2020/8/22 12:45,1118,461,178,31.2,906.3,1.2,25.51
2020/8/22 13:00,1127,397,195,31.5,906.3,1.4,22.94
2020/8/22 13:15,1026,262,187,31.5,906.5,1.4,22.32
2020/8/22 13:30,1098,314,120,32,906.4,1,23.05
2020/8/22 13:45,845,189,182,32.1,905.9,0.7,35.08
2020/8/22 14:00,1039,306,105,32.6,906.1,0.6,32.84
2020/8/22 14:15,1040,310,104,33.5,905.7,6553.3,39.93
2020/8/22 14:30,1038,296,96,33.9,905.7,6553,39.05
2020/8/22 14:45,1045,282,113,33.2,905.5,6552.5,38.96
2020/8/22 15:00,1056,261,111,33.4,905.3,6553.5,38.85
2020/8/22 15:15,1008,259,89,34.5,905,6553.4,37.18
2020/8/22 15:30,974,265,85,33.9,905,6552.5,36.46
2020/8/22 15:45,938,232,94,33.8,904.7,6552.8,35.91
2020/8/22 16:00,849,175,135,33.4,904.7,6552.7,26.19
2020/8/22 16:15,830,151,178,33.5,904.5,6551.6,19.94
2020/8/22 16:30,205,12,107,33.5,904.4,6551.5,21.76
2020/8/22 16:45,245,9,134,33.5,904.2,6551.8,23.93
2020/8/22 17:00,245,11,174,33.2,904.2,6551.9,14.63
2020/8/22 17:15,753,65,203,34.1,904.1,6551.7,16.77
2020/8/22 17:30,669,63,150,34.5,904,6551.2,24.26
2020/8/22 17:45,514,50,86,34.2,903.4,6550.9,22.49
2020/8/22 18:00,421,44,79,33.5,903.7,6551.4,18.11
2020/8/22 18:15,327,4,80,33.4,903.6,6552.2,14.84
2020/8/22 18:30,242,3,71,32.7,903.7,0.2,10.92
2020/8/22 18:45,59,1,41,31.7,903.5,0.7,4.4
2020/8/22 19:00,92,0,71,31.9,903.8,0.9,2.38
2020/8/22 19:15,56,1,48,31.5,904,1.3,3.6
2020/8/22 19:30,34,1,29,31.2,904.2,1.8,1.46
2020/8/22 19:45,28,0,25,31.1,904.5,2.2,1.08
2020/8/22 20:00,6,0,5,30.8,904.6,3,0.4
2020/8/22 20:15,0,0,0,30.5,904.7,3.6,0
2020/8/22 20:30,0,0,0,30,904.6,4,0
2020/8/22 20:45,0,0,0,29.8,904.8,4.4,0
2020/8/22 21:00,0,1,0,29.3,905.2,5.5,0
2020/8/22 21:15,0,1,0,28.8,905.4,7.1,0
2020/8/22 21:30,0,0,0,28.6,905.6,7.1,0
2020/8/22 21:45,0,0,0,28.4,906,7.7,0
2020/8/22 22:00,0,0,0,28.4,906,8.4,0
2020/8/22 22:15,0,0,0,28.4,906.2,7.4,0
2020/8/22 22:30,0,0,0,28.1,906.4,8.2,0
2020/8/22 22:45,0,0,0,27.9,906.3,9.2,0
2020/8/22 23:00,0,0,0,27.6,906.3,9.7,0
2020/8/22 23:15,0,0,0,27.6,906.5,10,0
2020/8/22 23:30,0,0,0,27.6,906.5,9.7,0
2020/8/22 23:45,0,0,0,27.5,906.7,10.1,0
2020/8/23 0:00,0,0,0,27.4,906.7,10.1,0
2020/8/23 0:15,0,0,0,27.5,906.7,10.5,0
2020/8/23 0:30,0,1,0,27.1,906.8,10.4,0
2020/8/23 0:45,0,0,0,26.5,906.8,11.2,0
2020/8/23 1:00,0,0,0,26.4,906.8,11.9,0
2020/8/23 1:15,0,0,0,26.1,907,12.3,0
2020/8/23 1:30,0,0,0,25.8,906.8,12.6,0
2020/8/23 1:45,0,1,0,25.2,906.9,13.4,0
2020/8/23 2:00,0,0,0,24.9,906.8,13.6,0
2020/8/23 2:15,0,0,0,24.6,906.8,14.3,0
2020/8/23 2:30,0,0,0,24.8,906.8,15.1,0
2020/8/23 2:45,0,0,0,24.6,906.8,14.7,0
2020/8/23 3:00,0,1,0,24.4,906.8,14.7,0
2020/8/23 3:15,0,0,0,24.3,906.6,15.1,0
2020/8/23 3:30,0,1,0,23.8,906.5,15.9,0
2020/8/23 3:45,0,0,0,23.7,906.4,15.4,0
2020/8/23 4:00,0,0,0,23.8,906.4,15.9,0
2020/8/23 4:15,0,0,0,23.7,906.4,16.2,0
2020/8/23 4:30,0,0,0,23.8,906.4,15.9,0
2020/8/23 4:45,0,1,0,23.1,906.3,16.6,0
2020/8/23 5:00,0,0,0,23.1,906.3,16.9,0
2020/8/23 5:15,0,0,0,22.7,906.2,17.6,0
2020/8/23 5:30,0,0,0,23.2,906.3,16.5,0
2020/8/23 5:45,0,0,0,23.3,906.1,17.1,0
2020/8/23 6:00,0,0,0,23.5,906.1,16.8,0
2020/8/23 6:15,0,1,0,23.3,906.2,17.2,0
2020/8/23 6:30,0,0,0,23.3,906.4,17.8,0
2020/8/23 6:45,1,2,1,23.2,906.5,18.2,0
2020/8/23 7:00,8,2,7,23.3,906.6,19,0
2020/8/23 7:15,20,26,16,23.1,906.7,17.9,0.1
2020/8/23 7:30,63,277,31,22.9,906.6,17.8,0.48
2020/8/23 7:45,90,391,41,23.2,906.8,16.3,1.32
2020/8/23 8:00,137,463,47,23.3,906.8,16,2.63
2020/8/23 8:15,195,539,53,24.1,907,15,4.55
2020/8/23 8:30,249,579,68,25.1,907,13.2,7.28
2020/8/23 8:45,313,606,75,25.8,907,12.5,9.87
2020/8/23 9:00,388,661,67,26.7,907.2,11.2,13.4
2020/8/23 9:15,470,697,67,27.3,907,10.8,15.75
2020/8/23 9:30,549,737,68,28.1,907.1,12.6,18.68
2020/8/23 9:45,613,757,69,28.8,907,9.1,21.37
2020/8/23 10:00,668,776,71,28.7,907,6.2,23.83
2020/8/23 10:15,708,786,73,29.4,907,6,26.07
2020/8/23 10:30,742,789,76,29.9,907,5.7,28.12
2020/8/23 10:45,780,794,77,30.1,907,5.3,29.99
2020/8/23 11:00,827,664,81,30.9,907,6,31.85
2020/8/23 11:15,886,467,87,30.2,907.2,5.5,33.5
2020/8/23 11:30,921,375,92,30.8,907,5.2,35.35
2020/8/23 11:45,497,128,135,30.8,906.8,5.1,36.89
2020/8/23 12:00,471,111,110,30.5,906.9,6.1,37.65
2020/8/23 12:15,965,374,102,30.7,906.7,5.6,39.12
2020/8/23 12:30,984,751,113,30.3,906.5,5.9,39.78
2020/8/23 12:45,1007,338,111,31.4,906,5,39.72
2020/8/23 13:00,1039,315,133,31.3,905.9,5.5,40.62
2020/8/23 13:15,1042,231,107,31.1,905.8,5.6,40.62
2020/8/23 13:30,1052,211,116,31.9,905.8,4.9,40.85
2020/8/23 13:45,1046,204,102,32,905.4,5.9,40.82
2020/8/23 14:00,1052,201,116,32.2,905.2,5.2,40.48
2020/8/23 14:15,625,119,129,32.2,905,4.5,40.32
2020/8/23 14:30,1072,195,121,33.2,905,3.8,34.98
2020/8/23 14:45,1045,184,108,33.4,904.9,2.7,39.45
2020/8/23 15:00,1005,181,86,33,904.8,2.7,38.68
2020/8/23 15:15,986,175,80,32.2,904.4,2.8,37.97
2020/8/23 15:30,990,184,75,33.3,903.9,0.6,37.16
2020/8/23 15:45,934,149,74,33,904.3,0.3,36.25
2020/8/23 16:00,870,128,71,33.4,904.4,6553.4,34.32
2020/8/23 16:15,795,102,70,33.3,903.9,0,33.08
2020/8/23 16:30,727,67,65,33.2,903.9,6553.5,30.81
2020/8/23 16:45,696,60,67,33.1,903.7,6553.1,29.08
2020/8/23 17:00,657,45,62,33.6,903.3,6552.8,27.45
2020/8/23 17:15,612,38,57,34.1,903.6,6552.4,25.16
2020/8/23 17:30,554,38,64,33.6,903.4,6551.5,22.74
2020/8/23 17:45,466,29,66,33.5,902.6,6552.2,19.63
2020/8/23 18:00,359,24,73,33.4,903.2,6552.7,16.47
2020/8/23 18:15,264,3,72,33.5,903.2,6553.4,13.08
2020/8/23 18:30,245,2,71,32.8,903.2,0.1,10.42
2020/8/23 18:45,92,2,55,32.7,903,0.3,6.74
2020/8/23 19:00,84,1,54,32.3,903,0.8,3.41
2020/8/23 19:15,74,0,54,32.2,903,1.6,2.67
2020/8/23 19:30,58,0,48,32.2,903.1,1.3,2.44
2020/8/23 19:45,33,0,30,32,903.1,1.5,1.67
2020/8/23 20:00,10,1,9,31.7,903.4,2.4,0.74
2020/8/23 20:15,0,1,0,31.1,903.3,2.8,0.02
2020/8/23 20:30,0,1,0,30.5,903.5,4.2,0
2020/8/23 20:45,0,0,0,30.2,903.5,4.3,0
2020/8/23 21:00,0,0,0,29.8,903.5,4.8,0
2020/8/23 21:15,0,0,0,30,903.6,4.9,0
2020/8/23 21:30,0,1,0,29.9,903.8,4.8,0
2020/8/23 21:45,0,0,0,29.8,903.9,5.3,0
2020/8/23 22:00,0,0,0,29.7,904,5.9,0
2020/8/23 22:15,0,0,0,29.5,904,6.4,0
2020/8/23 22:30,0,1,0,29.1,904,6.8,0
2020/8/23 22:45,0,0,0,28.9,904.1,6.8,0
2020/8/23 23:00,0,1,0,28.3,904,6.9,0
2020/8/23 23:15,0,0,0,29.1,904,6.8,0
2020/8/23 23:30,0,0,0,28.9,904.2,7,0
2020/8/23 23:45,0,0,0,29,904.1,7,0
2020/8/24 0:00,0,4,0,27.3,903.9,7.9,0
2020/8/24 0:15,0,0,0,27.5,903.9,7.6,0
2020/8/24 0:30,0,1,0,26.4,903.8,9.2,0
2020/8/24 0:45,0,0,0,26.4,903.9,9.2,0
2020/8/24 1:00,0,1,0,25.8,903.9,10,0
2020/8/24 1:15,0,0,0,25.7,903.9,9.8,0
2020/8/24 1:30,0,0,0,25.7,904,9.1,0
2020/8/24 1:45,0,1,0,25.7,903.9,8.6,0
2020/8/24 2:00,0,0,0,25.2,903.8,9.3,0
2020/8/24 2:15,0,0,0,25.4,903.6,9.6,0
2020/8/24 2:30,0,0,0,25.4,903.7,9.2,0
2020/8/24 2:45,0,0,0,24.8,903.6,9.9,0
2020/8/24 3:00,0,2,0,23.2,903.5,11.2,0
2020/8/24 3:15,0,0,0,22.9,903.9,12.5,0
2020/8/24 3:30,0,0,0,23.7,903.8,11.3,0
2020/8/24 3:45,0,0,0,23.7,903.6,11.8,0
2020/8/24 4:00,0,2,0,23.2,903.5,11.8,0
2020/8/24 4:15,0,0,0,23,903.5,12.5,0
2020/8/24 4:30,0,0,0,23.7,903.4,12,0
2020/8/24 4:45,0,2,0,22.9,903.3,12.2,0
2020/8/24 5:00,0,0,0,23.6,903.5,11.8,0
2020/8/24 5:15,0,0,0,24,903.2,11.2,0
2020/8/24 5:30,0,3,0,23.6,903.4,14.9,0
2020/8/24 5:45,0,0,0,22.1,904.5,25.4,0
2020/8/24 6:00,0,0,0,22.9,904.8,26.4,0
2020/8/24 6:15,0,0,0,23.2,904.6,25.7,0
2020/8/24 6:30,0,2,0,22.2,904.2,27,0
2020/8/24 6:45,0,0,0,23.1,905,21.6,0
2020/8/24 7:00,0,4,0,21.9,905.4,32.1,0
2020/8/24 7:15,0,0,0,21.7,905.8,33.1,0
2020/8/24 7:30,0,5,2,22.5,905.7,30.5,0
2020/8/24 7:45,11,0,11,23.5,905.8,26.7,0
2020/8/24 8:00,49,0,41,22.8,905.8,32.7,0.68
2020/8/24 8:15,8,2,14,22.2,905.6,36.9,0.85
2020/8/24 8:30,24,0,23,22.4,904.8,35.8,0.38
2020/8/24 8:45,27,0,20,23.2,905,31.6,1.08
2020/8/24 9:00,23,1,25,23.2,904.8,31.2,0.44
2020/8/24 9:15,61,0,62,23.7,904.8,29.1,1.64
2020/8/24 9:30,70,0,93,23.7,904.5,29.7,3.96
2020/8/24 9:45,126,2,100,23.6,904.5,32.5,6.72
2020/8/24 10:00,706,619,148,25.1,904.3,26.8,18.62
2020/8/24 10:15,719,640,133,26.5,904,22.8,26.86
2020/8/24 10:30,731,643,113,27.6,904.3,18.1,28.43
2020/8/24 10:45,774,647,111,29.1,904.1,14.6,30.29
2020/8/24 11:00,827,252,121,29.7,904.3,14.1,31.77
2020/8/24 11:15,862,237,129,31,904.4,10,33.02
2020/8/24 11:30,892,241,124,31.7,904.5,7.7,33.13
2020/8/24 11:45,900,219,122,32.2,904.5,7.7,35.33
2020/8/24 12:00,919,218,138,32.7,904.5,4.8,36.5
2020/8/24 12:15,1015,227,220,32.9,904.4,4.1,38.25
2020/8/24 12:30,843,177,170,32.4,904.5,4.3,29.66
2020/8/24 12:45,1019,211,173,32.6,904.3,4.7,29.69
2020/8/24 13:00,1190,203,282,33.1,904.2,2.9,31.1
2020/8/24 13:15,457,37,178,33.5,904.1,4.6,28.57
2020/8/24 13:30,363,12,176,32.8,903.9,4.2,39.81
2020/8/24 13:45,887,96,172,33.5,903.7,3.4,41.19
2020/8/24 14:00,1010,108,191,34,903.7,2.9,40.39
2020/8/24 14:15,287,9,181,33.7,903.5,3,27.53
2020/8/24 14:30,1050,114,194,34.1,903.3,2.9,27.96
2020/8/24 14:45,1000,105,155,35.2,902.8,2.7,19.38
2020/8/24 15:00,998,105,154,35.2,902.6,2.5,35.17
2020/8/24 15:15,1008,97,199,34.9,902.4,2.4,17.29
2020/8/24 15:30,966,98,172,35.7,902.1,1.5,23.61
2020/8/24 15:45,196,7,114,35.5,902,1.8,34.89
2020/8/24 16:00,854,66,149,36.9,901.6,0.3,25.02
2020/8/24 16:15,781,58,136,36.2,901.4,0.9,31.63
2020/8/24 16:30,149,4,91,35.6,901.3,1.4,29.04
2020/8/24 16:45,157,6,98,35.5,901,0.6,27.42
2020/8/24 17:00,422,17,140,36.3,900.8,0.2,16.22
2020/8/24 17:15,600,27,104,36,900.7,0.2,21.63
2020/8/24 17:30,518,22,88,36.3,900,6553.4,21.99
2020/8/24 17:45,457,22,81,35.6,900.5,6553.3,19.32
2020/8/24 18:00,388,18,71,36,900.5,6553,16.63
2020/8/24 18:15,310,4,63,36,900.6,6552.6,13.91
2020/8/24 18:30,241,2,59,35.7,900.5,6551.9,10.91
2020/8/24 18:45,186,1,55,35.3,900.7,6552,8.04
2020/8/24 19:00,138,0,47,35,900.8,6552.2,5.59
2020/8/24 19:15,82,0,38,35.1,900.8,6553.1,3.45
2020/8/24 19:30,59,1,29,34.4,900.7,0.5,1.9
2020/8/24 19:45,29,1,16,34,900.7,1.4,0.95
2020/8/24 20:00,10,1,6,33.6,900.7,1.5,0.28
2020/8/24 20:15,0,1,0,32.9,900.8,1.9,0
2020/8/24 20:30,0,1,0,32.5,901,2.4,0
2020/8/24 20:45,0,1,0,32,901.1,2.1,0
2020/8/24 21:00,0,1,0,31.7,901.2,2.8,0
2020/8/24 21:15,0,2,0,30.7,901.3,4.2,0
2020/8/24 21:30,0,0,0,31,901.6,6.3,0
2020/8/24 21:45,0,0,0,30.5,901.5,6.7,0
2020/8/24 22:00,0,0,0,30.8,901.6,6.3,0
2020/8/24 22:15,0,1,0,30.7,901.8,5.8,0
2020/8/24 22:30,0,1,0,30.3,902,6.3,0
2020/8/24 22:45,0,0,0,30.6,902,6.2,0
